# Wiktionary	vie	http://wiktionary.org/	CC BY-SA
00503237-n	vie:lemma	cờ	
00503237-n	vie:lemma	vua	
00505126-n	vie:lemma	mạt	
00505126-n	vie:lemma	chược	
00511555-n	vie:lemma	hội	
00511555-n	vie:lemma	hóa	
00511555-n	vie:lemma	trang	
00511555-n	vie:lemma	hội	
00511555-n	vie:lemma	trá	
00511555-n	vie:lemma	hình	
00511555-n	vie:lemma	các-na-van	
00517728-n	vie:lemma	ngày	
00517728-n	vie:lemma	hội	
00517728-n	vie:lemma	đại	
00517728-n	vie:lemma	hội	
00517728-n	vie:lemma	liên	
00517728-n	vie:lemma	hoan	
00517728-n	vie:lemma	hội	
00517728-n	vie:lemma	diễn	
00519739-n	vie:lemma	xiếc	
00519739-n	vie:lemma	xiệc	
00528667-n	vie:lemma	ba	
00528667-n	vie:lemma	lê	
00528667-n	vie:lemma	vở	
00528667-n	vie:lemma	ballet	
00582388-n	vie:lemma	công	
00582388-n	vie:lemma	việc	
00584367-n	vie:lemma	việc	
00584367-n	vie:lemma	làm	
00584367-n	vie:lemma	công	
00584367-n	vie:lemma	việc	
00596081-n	vie:lemma	món	
00596081-n	vie:lemma	bở	
00609953-n	vie:lemma	nghề	
00609953-n	vie:lemma	nghề	
00609953-n	vie:lemma	nghiệp	
00620752-n	vie:lemma	lao	
00620752-n	vie:lemma	động	
00620752-n	vie:lemma	勞動	
00621627-n	vie:lemma	nỗ	
00621627-n	vie:lemma	lực	
00621627-n	vie:lemma	努力	
00660783-n	vie:lemma	sửa	
00660783-n	vie:lemma	móng	
00660783-n	vie:lemma	tay	
00660957-n	vie:lemma	sửa	
00660957-n	vie:lemma	móng	
00660957-n	vie:lemma	chân	
00692349-n	vie:lemma	thiến	
00709521-n	vie:lemma	tẩy	
00709521-n	vie:lemma	uế	
00710155-n	vie:lemma	châm	
00710155-n	vie:lemma	cứu	
00719494-n	vie:lemma	nhiệm	
00719494-n	vie:lemma	vụ	
00729285-n	vie:lemma	bài	
00731222-n	vie:lemma	nhiệm	
00731222-n	vie:lemma	vụ	
00731222-n	vie:lemma	任務	
00738270-n	vie:lemma	ái	
00738270-n	vie:lemma	nhi	
00739270-n	vie:lemma	cẩu	
00739270-n	vie:lemma	thả	
00749767-n	vie:lemma	phản	
00749767-n	vie:lemma	bội	
00749767-n	vie:lemma	sự	
00749767-n	vie:lemma	反背	
00757080-n	vie:lemma	tội	
00757080-n	vie:lemma	罪	
00757080-n	vie:lemma	tội	
00757080-n	vie:lemma	lỗi	
00759694-n	vie:lemma	khủng	
00759694-n	vie:lemma	bố	
00766234-n	vie:lemma	tội	
00766234-n	vie:lemma	ác	
00766234-n	vie:lemma	tội	
00766234-n	vie:lemma	phạm	
00766234-n	vie:lemma	罪犯	
00773402-n	vie:lemma	cưỡng	
00773402-n	vie:lemma	hiếp	
00775702-n	vie:lemma	bắt	
00775702-n	vie:lemma	cóc	
00782518-n	vie:lemma	tội	
00782518-n	vie:lemma	ác	
00782518-n	vie:lemma	chiến	
00782518-n	vie:lemma	tranh	
00785596-n	vie:lemma	liên	
00785596-n	vie:lemma	doanh	
00795720-n	vie:lemma	kế	
00795720-n	vie:lemma	hoạch	
00795720-n	vie:lemma	đề	
00795720-n	vie:lemma	án	
00795720-n	vie:lemma	nhiệm	
00795720-n	vie:lemma	vụ	
00825773-n	vie:lemma	judo	
00825773-n	vie:lemma	nhu	
00825773-n	vie:lemma	đạo	
00825951-n	vie:lemma	nhu	
00825951-n	vie:lemma	thuật	
00826606-n	vie:lemma	công	
00826606-n	vie:lemma	phu	
00826606-n	vie:lemma	功夫	
00844254-n	vie:lemma	giao	
00844254-n	vie:lemma	cấu	
00844847-n	vie:lemma	quan	
00844847-n	vie:lemma	niệm	
00845523-n	vie:lemma	giao	
00845523-n	vie:lemma	cấu	
00845523-n	vie:lemma	giao	
00845523-n	vie:lemma	hợp	
00845523-n	vie:lemma	giao	
00845523-n	vie:lemma	phối	
00845523-n	vie:lemma	tính	
00845523-n	vie:lemma	giao	
00845523-n	vie:lemma	性交	
00848891-n	vie:lemma	loạn	
00848891-n	vie:lemma	luân	
00849294-n	vie:lemma	tình	
00849294-n	vie:lemma	dục	
00849294-n	vie:lemma	hậu	
00849294-n	vie:lemma	môn	
00849294-n	vie:lemma	giao	
00849294-n	vie:lemma	hợp	
00849294-n	vie:lemma	hậu	
00849294-n	vie:lemma	môn	
00854876-n	vie:lemma	làm	
00854876-n	vie:lemma	tình	
00854876-n	vie:lemma	bằng	
00854876-n	vie:lemma	miệng	
00854876-n	vie:lemma	tình	
00854876-n	vie:lemma	dục	
00854876-n	vie:lemma	đường	
00854876-n	vie:lemma	miệng	
00854876-n	vie:lemma	khẩu	
00854876-n	vie:lemma	giao	
00854876-n	vie:lemma	口交	
00855674-n	vie:lemma	thủ	
00855674-n	vie:lemma	dâm	
00856847-n	vie:lemma	tính	
00856847-n	vie:lemma	tình	
00856847-n	vie:lemma	dục	
00856847-n	vie:lemma	đồng	
00856847-n	vie:lemma	giới	
00856847-n	vie:lemma	đồng	
00856847-n	vie:lemma	tính	
00856847-n	vie:lemma	luyến	
00856847-n	vie:lemma	ái	
00859001-n	vie:lemma	phản	
00859001-n	vie:lemma	ứng	
00859001-n	vie:lemma	反應	
00869583-n	vie:lemma	hoạt	
00869583-n	vie:lemma	động	
00879271-n	vie:lemma	kiểm	
00879271-n	vie:lemma	tra	
00894552-n	vie:lemma	thực	
00894552-n	vie:lemma	hành	
00894552-n	vie:lemma	luyện	
00894552-n	vie:lemma	tập	
00894552-n	vie:lemma	bài	
00894552-n	vie:lemma	tập	
00912822-n	vie:lemma	nghề	
00912822-n	vie:lemma	đóng	
00912822-n	vie:lemma	tàu	
00916464-n	vie:lemma	nông	
00916464-n	vie:lemma	nghiệp	
00916464-n	vie:lemma	農業	
00931721-n	vie:lemma	từ	
00931721-n	vie:lemma	điển	
00931721-n	vie:lemma	học	
00931721-n	vie:lemma	詞典學	
00936296-n	vie:lemma	ẩm	
00936296-n	vie:lemma	thực	
00936296-n	vie:lemma	liệu	
00936296-n	vie:lemma	lí	
00936296-n	vie:lemma	học	
00947128-n	vie:lemma	sự	
00947128-n	vie:lemma	dùng	
00949619-n	vie:lemma	kỹ	
00949619-n	vie:lemma	thuật	
00949619-n	vie:lemma	技術	
00952615-n	vie:lemma	điện	
00952615-n	vie:lemma	khí	
00952615-n	vie:lemma	hóa	
00952615-n	vie:lemma	電氣化	
00953559-n	vie:lemma	trận	
00953559-n	vie:lemma	đánh	
00962567-n	vie:lemma	nội	
00962567-n	vie:lemma	chiến	
00962567-n	vie:lemma	內戰	
00962722-n	vie:lemma	cuộc	
00962722-n	vie:lemma	cách	
00962722-n	vie:lemma	mạng	
00965718-n	vie:lemma	bạo	
00965718-n	vie:lemma	hành	
00965718-n	vie:lemma	gia	
00965718-n	vie:lemma	đình	
00965718-n	vie:lemma	bạo	
00965718-n	vie:lemma	lực	
00965718-n	vie:lemma	gia	
00965718-n	vie:lemma	đình	
00968155-n	vie:lemma	chiến	
00968155-n	vie:lemma	dịch	
00972621-n	vie:lemma	công	
00972621-n	vie:lemma	kích	
00972621-n	vie:lemma	攻撃	
00973077-n	vie:lemma	chiến	
00973077-n	vie:lemma	tranh	
00996817-n	vie:lemma	chiến	
00996817-n	vie:lemma	tranh	
00996817-n	vie:lemma	thế	
00996817-n	vie:lemma	giới	
01012712-n	vie:lemma	phân	
01012712-n	vie:lemma	loại	
01027231-n	vie:lemma	trà	
01027231-n	vie:lemma	đạo	
01027231-n	vie:lemma	茶道	
01027231-n	vie:lemma	trà	
01027231-n	vie:lemma	nghệ	
01027231-n	vie:lemma	茶藝	
01041835-n	vie:lemma	sự	
01041835-n	vie:lemma	rảy	
01041835-n	vie:lemma	ra	
01042242-n	vie:lemma	thánh	
01042242-n	vie:lemma	lễ	
01042242-n	vie:lemma	lễ	
01042242-n	vie:lemma	mét	
01044448-n	vie:lemma	mộ	
01044448-n	vie:lemma	đạo	
01044448-n	vie:lemma	sùng	
01044448-n	vie:lemma	bái	
01051221-n	vie:lemma	rửa	
01051221-n	vie:lemma	tiền	
01062468-n	vie:lemma	chảy	
01062468-n	vie:lemma	máu	
01062468-n	vie:lemma	chất	
01062468-n	vie:lemma	xám	
01090446-n	vie:lemma	buôn	
01090446-n	vie:lemma	bán	
01090446-n	vie:lemma	thương	
01090446-n	vie:lemma	mại	
01090446-n	vie:lemma	thương	
01090446-n	vie:lemma	nghiệp	
01091905-n	vie:lemma	buôn	
01091905-n	vie:lemma	bán	
01091905-n	vie:lemma	thương	
01091905-n	vie:lemma	mại	
01091905-n	vie:lemma	thương	
01091905-n	vie:lemma	nghiệp	
01092974-n	vie:lemma	thương	
01092974-n	vie:lemma	mại	
01092974-n	vie:lemma	điện	
01092974-n	vie:lemma	tử	
01117541-n	vie:lemma	bán	
01132864-n	vie:lemma	nghe	
01132864-n	vie:lemma	lời	
01133106-n	vie:lemma	chiếm	
01133106-n	vie:lemma	đóng	
01151788-n	vie:lemma	quốc	
01151788-n	vie:lemma	gia	
01151788-n	vie:lemma	hoá	
01153305-n	vie:lemma	liên	
01153305-n	vie:lemma	bang	
01153305-n	vie:lemma	聯邦	
01155044-n	vie:lemma	chủ	
01155044-n	vie:lemma	nghĩa	
01155044-n	vie:lemma	phân	
01155044-n	vie:lemma	biệt	
01155044-n	vie:lemma	chủng	
01155044-n	vie:lemma	tộc	
01155893-n	vie:lemma	phân	
01155893-n	vie:lemma	biệt	
01155893-n	vie:lemma	giới	
01155893-n	vie:lemma	tính	
01168569-n	vie:lemma	cạnh	
01168569-n	vie:lemma	tranh	
01195380-n	vie:lemma	hợp	
01195380-n	vie:lemma	pháp	
01195380-n	vie:lemma	hoá	
01195380-n	vie:lemma	sự	
01195380-n	vie:lemma	合法化	
01201271-n	vie:lemma	ly	
01201271-n	vie:lemma	hôn	
01201271-n	vie:lemma	離婚	
01205564-n	vie:lemma	thoả	
01205564-n	vie:lemma	hiệp	
01205564-n	vie:lemma	sự	
01205564-n	vie:lemma	妥協	
01205827-n	vie:lemma	hoà	
01205827-n	vie:lemma	giải	
01205827-n	vie:lemma	和解	
01205827-n	vie:lemma	hòa	
01205827-n	vie:lemma	giải	
01207609-n	vie:lemma	giúp	
01207609-n	vie:lemma	giúp	
01207609-n	vie:lemma	đỡ	
01207609-n	vie:lemma	trợ	
01207609-n	vie:lemma	giúp	
01207609-n	vie:lemma	hỗ	
01207609-n	vie:lemma	trợ	
01226941-n	vie:lemma	ơn	
01237167-n	vie:lemma	xâm	
01237167-n	vie:lemma	lược	
01237294-n	vie:lemma	dân	
01237294-n	vie:lemma	chủ	
01237294-n	vie:lemma	hoá	
01240850-n	vie:lemma	trung	
01240850-n	vie:lemma	lập	
01240850-n	vie:lemma	中立	
01243089-n	vie:lemma	ra-ma-đan	
01243674-n	vie:lemma	đình	
01243674-n	vie:lemma	công	
01243674-n	vie:lemma	停工	
01243674-n	vie:lemma	bãi	
01243674-n	vie:lemma	công	
01249816-n	vie:lemma	phá	
01249816-n	vie:lemma	hoại	
01252918-n	vie:lemma	phóng	
01252918-n	vie:lemma	xạ	
01252918-n	vie:lemma	放射	
01252918-n	vie:lemma	bức	
01252918-n	vie:lemma	xạ	
01252918-n	vie:lemma	輻射	
01255302-n	vie:lemma	caraôkê	
01255302-n	vie:lemma	karaoke	
01312096-n	vie:lemma	chiến	
01312096-n	vie:lemma	tranh	
01312096-n	vie:lemma	thế	
01312096-n	vie:lemma	giới	
01312096-n	vie:lemma	thứ	
01312096-n	vie:lemma	hai	
01322508-n	vie:lemma	gấu	
01322508-n	vie:lemma	chó	
01322508-n	vie:lemma	sói	
01322508-n	vie:lemma	con	
01322508-n	vie:lemma	gấu	
01322508-n	vie:lemma	chó	
01322508-n	vie:lemma	sói	
01322604-n	vie:lemma	chó	
01322604-n	vie:lemma	con	
01322983-n	vie:lemma	gấu	
01322983-n	vie:lemma	con	
01322983-n	vie:lemma	con	
01322983-n	vie:lemma	gấu	
01322983-n	vie:lemma	con	
01325417-n	vie:lemma	sừng	
01326015-n	vie:lemma	mào	
01326291-n	vie:lemma	vi	
01326291-n	vie:lemma	trùng	
01326291-n	vie:lemma	vi	
01326291-n	vie:lemma	khuẩn	
01326291-n	vie:lemma	vi	
01326291-n	vie:lemma	sinh	
01326291-n	vie:lemma	vật	
01326291-n	vie:lemma	微生物	
01328702-n	vie:lemma	virus	
01349948-n	vie:lemma	trực	
01349948-n	vie:lemma	khuẩn	
01384491-n	vie:lemma	vi	
01384491-n	vie:lemma	trùng	
01384491-n	vie:lemma	vi	
01384491-n	vie:lemma	khuẩn	
01384491-n	vie:lemma	vi	
01384491-n	vie:lemma	sinh	
01384491-n	vie:lemma	vật	
01384491-n	vie:lemma	微生物	
01387451-n	vie:lemma	sinh	
01387451-n	vie:lemma	vật	
01387451-n	vie:lemma	đơn	
01387451-n	vie:lemma	bào	
01392380-n	vie:lemma	amip	
01397114-n	vie:lemma	tảo	
01397497-n	vie:lemma	tảo	
01397497-n	vie:lemma	biển	
01403457-n	vie:lemma	tảo	
01403457-n	vie:lemma	bẹ	
01415626-n	vie:lemma	sinh	
01415626-n	vie:lemma	vật	
01415626-n	vie:lemma	nhân	
01415626-n	vie:lemma	chuẩn	
01443537-n	vie:lemma	cá	
01443537-n	vie:lemma	vàng	
01456756-n	vie:lemma	cá	
01456756-n	vie:lemma	ngựa	
01456756-n	vie:lemma	hải	
01456756-n	vie:lemma	mã	
01456756-n	vie:lemma	海馬	
01461146-n	vie:lemma	trứng	
01461146-n	vie:lemma	chấy	
01461146-n	vie:lemma	trứng	
01461146-n	vie:lemma	rận	
01482330-n	vie:lemma	cá	
01482330-n	vie:lemma	mập	
01482330-n	vie:lemma	cá	
01482330-n	vie:lemma	nhám	
01503061-n	vie:lemma	chim	
01503061-n	vie:lemma	con	
01503061-n	vie:lemma	chim	
01533339-n	vie:lemma	chim	
01533339-n	vie:lemma	tước	
01533339-n	vie:lemma	chim	
01533339-n	vie:lemma	bạch	
01533339-n	vie:lemma	yến	
01579028-n	vie:lemma	con	
01579028-n	vie:lemma	quạ	
01594372-n	vie:lemma	chim	
01594372-n	vie:lemma	nhạn	
01605630-n	vie:lemma	chim	
01605630-n	vie:lemma	ưng	
01610955-n	vie:lemma	chim	
01610955-n	vie:lemma	ưng	
01610955-n	vie:lemma	chim	
01610955-n	vie:lemma	cắt	
01611969-n	vie:lemma	chim	
01611969-n	vie:lemma	cắt	
01613294-n	vie:lemma	chim	
01613294-n	vie:lemma	đại	
01613294-n	vie:lemma	bàng	
01613294-n	vie:lemma	đại	
01613294-n	vie:lemma	bàng	
01616318-n	vie:lemma	kền	
01616318-n	vie:lemma	kền	
01621127-n	vie:lemma	con	
01621127-n	vie:lemma	cú	
01621127-n	vie:lemma	cú	
01627424-n	vie:lemma	lưỡng	
01627424-n	vie:lemma	cư	
01639765-n	vie:lemma	con	
01639765-n	vie:lemma	ếch	
01639765-n	vie:lemma	con	
01639765-n	vie:lemma	ngoé	
01639765-n	vie:lemma	con	
01639765-n	vie:lemma	nhái	
01639765-n	vie:lemma	ếch	
01639765-n	vie:lemma	nhái	
01639765-n	vie:lemma	con	
01639765-n	vie:lemma	cóc	
01661091-n	vie:lemma	động	
01661091-n	vie:lemma	vật	
01661091-n	vie:lemma	bò	
01661091-n	vie:lemma	sát	
01662784-n	vie:lemma	rùa	
01670092-n	vie:lemma	rùa	
01674464-n	vie:lemma	con	
01674464-n	vie:lemma	thằn	
01674464-n	vie:lemma	lằn	
01674464-n	vie:lemma	thằn	
01674464-n	vie:lemma	lằn	
01693783-n	vie:lemma	tắc	
01693783-n	vie:lemma	kè	
01693783-n	vie:lemma	hoa	
01697178-n	vie:lemma	cá	
01697178-n	vie:lemma	sấu	
01699831-n	vie:lemma	khủng	
01699831-n	vie:lemma	long	
01699831-n	vie:lemma	恐龍	
01726692-n	vie:lemma	xà	
01726692-n	vie:lemma	rắn	
01743605-n	vie:lemma	trăn	
01772222-n	vie:lemma	nhện	
01772222-n	vie:lemma	con	
01772222-n	vie:lemma	nhện	
01784675-n	vie:lemma	con	
01784675-n	vie:lemma	rít	
01792158-n	vie:lemma	gà	
01792158-n	vie:lemma	trống	
01792158-n	vie:lemma	con	
01792158-n	vie:lemma	gà	
01792158-n	vie:lemma	trống	
01792255-n	vie:lemma	mào	
01794158-n	vie:lemma	gà	
01794158-n	vie:lemma	tây	
01806143-n	vie:lemma	chim	
01806143-n	vie:lemma	công	
01806567-n	vie:lemma	chim	
01806567-n	vie:lemma	cút	
01811909-n	vie:lemma	chim	
01811909-n	vie:lemma	bồ	
01811909-n	vie:lemma	câu	
01816887-n	vie:lemma	vẹt	
01838598-n	vie:lemma	chim	
01838598-n	vie:lemma	gõ	
01838598-n	vie:lemma	kiến	
01855672-n	vie:lemma	ngỗng	
01855672-n	vie:lemma	鵝	
01858441-n	vie:lemma	thiên	
01858441-n	vie:lemma	nga	
01874434-n	vie:lemma	thú	
01874434-n	vie:lemma	có	
01874434-n	vie:lemma	túi	
01877134-n	vie:lemma	canguru	
01877134-n	vie:lemma	kangaroo	
01882714-n	vie:lemma	koala	
01887896-n	vie:lemma	con	
01887896-n	vie:lemma	bê	
01893825-n	vie:lemma	nhím	
01893825-n	vie:lemma	con	
01893825-n	vie:lemma	nhím	
01895735-n	vie:lemma	da	
01896031-n	vie:lemma	lông	
01896031-n	vie:lemma	vũ	
01896031-n	vie:lemma	lông	
01896031-n	vie:lemma	lông	
01896031-n	vie:lemma	chim	
01903756-n	vie:lemma	vỏ	
01910747-n	vie:lemma	sứa	
01910747-n	vie:lemma	con	
01910747-n	vie:lemma	sứa	
01915811-n	vie:lemma	san	
01915811-n	vie:lemma	hô	
01915811-n	vie:lemma	珊瑚	
01922303-n	vie:lemma	giun	
01922303-n	vie:lemma	con	
01922303-n	vie:lemma	giun	
01937909-n	vie:lemma	đỉa	
01940736-n	vie:lemma	động	
01940736-n	vie:lemma	vật	
01940736-n	vie:lemma	thân	
01940736-n	vie:lemma	mềm	
01944390-n	vie:lemma	ốc	
01945685-n	vie:lemma	sên	
01945685-n	vie:lemma	lãi	
01945685-n	vie:lemma	con	
01945685-n	vie:lemma	sên	
01945685-n	vie:lemma	lãi	
01960459-n	vie:lemma	hàu	
01971280-n	vie:lemma	mực	
01971280-n	vie:lemma	ống	
01976957-n	vie:lemma	cua	
01976957-n	vie:lemma	con	
01976957-n	vie:lemma	cua	
02008041-n	vie:lemma	con	
02008041-n	vie:lemma	diệc	
02008041-n	vie:lemma	diệc	
02041246-n	vie:lemma	hải	
02041246-n	vie:lemma	âu	
02041246-n	vie:lemma	mòng	
02041246-n	vie:lemma	biển	
02041246-n	vie:lemma	mòng	
02041246-n	vie:lemma	bể	
02053584-n	vie:lemma	chim	
02053584-n	vie:lemma	điên	
02055803-n	vie:lemma	chim	
02055803-n	vie:lemma	cánh	
02055803-n	vie:lemma	cụt	
02062744-n	vie:lemma	cá	
02062744-n	vie:lemma	voi	
02062744-n	vie:lemma	cá	
02062744-n	vie:lemma	ông	
02062744-n	vie:lemma	cá	
02062744-n	vie:lemma	ông	
02062744-n	vie:lemma	voi	
02062744-n	vie:lemma	kình	
02062744-n	vie:lemma	ngư	
02068974-n	vie:lemma	cá	
02068974-n	vie:lemma	heo	
02068974-n	vie:lemma	mỏ	
02068974-n	vie:lemma	cá	
02068974-n	vie:lemma	heo	
02076196-n	vie:lemma	dấu	
02076196-n	vie:lemma	niêm	
02077658-n	vie:lemma	hải	
02077658-n	vie:lemma	cẩu	
02077658-n	vie:lemma	海狗	
02081571-n	vie:lemma	con	
02081571-n	vie:lemma	moóc	
02081571-n	vie:lemma	con	
02081571-n	vie:lemma	hải	
02081571-n	vie:lemma	ma	
02084071-n	vie:lemma	chó	
02114100-n	vie:lemma	sói	
02114100-n	vie:lemma	chó	
02114100-n	vie:lemma	sói	
02114855-n	vie:lemma	người	
02114855-n	vie:lemma	vô	
02114855-n	vie:lemma	loại	
02115641-n	vie:lemma	đingo	
02117135-n	vie:lemma	linh	
02117135-n	vie:lemma	cẩu	
02118333-n	vie:lemma	cáo	
02121620-n	vie:lemma	con	
02121620-n	vie:lemma	mèo	
02121620-n	vie:lemma	mèo	
02122948-n	vie:lemma	mèo	
02122948-n	vie:lemma	con	
02128385-n	vie:lemma	báo	
02128385-n	vie:lemma	beo	
02128385-n	vie:lemma	cọp	
02128385-n	vie:lemma	gấm	
02128669-n	vie:lemma	báo	
02128669-n	vie:lemma	đen	
02128757-n	vie:lemma	báo	
02128757-n	vie:lemma	tuyết	
02129165-n	vie:lemma	sư	
02129165-n	vie:lemma	tử	
02129165-n	vie:lemma	獅子	
02129463-n	vie:lemma	sư	
02129463-n	vie:lemma	tử	
02129463-n	vie:lemma	cái	
02129604-n	vie:lemma	con	
02129604-n	vie:lemma	hổ	
02129604-n	vie:lemma	con	
02129604-n	vie:lemma	cọp	
02129923-n	vie:lemma	hổ	
02129923-n	vie:lemma	cái	
02129923-n	vie:lemma	cọp	
02129923-n	vie:lemma	cái	
02130308-n	vie:lemma	báo	
02130308-n	vie:lemma	săn	
02130308-n	vie:lemma	báo	
02130308-n	vie:lemma	bờm	
02130308-n	vie:lemma	báo	
02130308-n	vie:lemma	ghêpa	
02131653-n	vie:lemma	gấu	
02132136-n	vie:lemma	gấu	
02132136-n	vie:lemma	nâu	
02134084-n	vie:lemma	gấu	
02134084-n	vie:lemma	trắng	
02134084-n	vie:lemma	Bắc	
02134084-n	vie:lemma	Cực	
02157557-n	vie:lemma	đuôi	
02159955-n	vie:lemma	sâu	
02159955-n	vie:lemma	bọ	
02159955-n	vie:lemma	côn	
02159955-n	vie:lemma	trùng	
02159955-n	vie:lemma	昆蟲	
02164464-n	vie:lemma	bọ	
02164464-n	vie:lemma	cánh	
02164464-n	vie:lemma	cứng	
02165456-n	vie:lemma	người	
02165456-n	vie:lemma	hiền	
02165456-n	vie:lemma	nhu-nhược	
02168245-n	vie:lemma	đom	
02168245-n	vie:lemma	đóm	
02183857-n	vie:lemma	con	
02183857-n	vie:lemma	rận	
02184589-n	vie:lemma	chấy	
02186153-n	vie:lemma	con	
02186153-n	vie:lemma	bọ	
02186153-n	vie:lemma	chét	
02190166-n	vie:lemma	con	
02190166-n	vie:lemma	ruồi	
02190166-n	vie:lemma	ruồi	
02200198-n	vie:lemma	muỗi	
02200198-n	vie:lemma	con	
02200198-n	vie:lemma	muỗi	
02206856-n	vie:lemma	ong	
02206856-n	vie:lemma	con	
02206856-n	vie:lemma	ong	
02209624-n	vie:lemma	ong	
02209624-n	vie:lemma	nghệ	
02212062-n	vie:lemma	ong	
02212062-n	vie:lemma	bắp	
02212062-n	vie:lemma	cày	
02219486-n	vie:lemma	kiến	
02229544-n	vie:lemma	con	
02229544-n	vie:lemma	dế	
02229544-n	vie:lemma	dế	
02233338-n	vie:lemma	con	
02233338-n	vie:lemma	gián	
02256656-n	vie:lemma	con	
02256656-n	vie:lemma	ve	
02256656-n	vie:lemma	sầu	
02268443-n	vie:lemma	con	
02268443-n	vie:lemma	chuồn	
02268443-n	vie:lemma	chuồn	
02274259-n	vie:lemma	bươm	
02274259-n	vie:lemma	bướm	
02274259-n	vie:lemma	ho	
02274259-n	vie:lemma	diep	
02300797-n	vie:lemma	tằm	
02300797-n	vie:lemma	con	
02300797-n	vie:lemma	tằm	
02309337-n	vie:lemma	sâu	
02312427-n	vie:lemma	nhộng	
02312427-n	vie:lemma	蛹	
02312744-n	vie:lemma	kén	
02312744-n	vie:lemma	繭	
02317335-n	vie:lemma	sao	
02317335-n	vie:lemma	biển	
02321529-n	vie:lemma	hải	
02321529-n	vie:lemma	sâm	
02324045-n	vie:lemma	thỏ	
02326432-n	vie:lemma	thỏ	
02326432-n	vie:lemma	rừng	
02326763-n	vie:lemma	thỏ	
02326763-n	vie:lemma	con	
02326763-n	vie:lemma	con	
02326763-n	vie:lemma	thỏ	
02326763-n	vie:lemma	con	
02329401-n	vie:lemma	gặm	
02329401-n	vie:lemma	nhấm	
02330245-n	vie:lemma	chuột	
02333546-n	vie:lemma	chuột	
02333546-n	vie:lemma	nâu	
02343772-n	vie:lemma	chuột	
02343772-n	vie:lemma	nhảy	
02346627-n	vie:lemma	nhím	
02355227-n	vie:lemma	họ	
02355227-n	vie:lemma	sóc	
02355227-n	vie:lemma	sóc	
02363005-n	vie:lemma	hải	
02363005-n	vie:lemma	ly	
02363005-n	vie:lemma	海狸	
02363005-n	vie:lemma	con	
02363005-n	vie:lemma	hải	
02363005-n	vie:lemma	ly	
02364673-n	vie:lemma	chuột	
02364673-n	vie:lemma	lang	
02370360-n	vie:lemma	bầu	
02370360-n	vie:lemma	vú	
02374451-n	vie:lemma	mã	
02374451-n	vie:lemma	ngựa	
02376542-n	vie:lemma	ngựa	
02376542-n	vie:lemma	con	
02376542-n	vie:lemma	lừa	
02376542-n	vie:lemma	con	
02389559-n	vie:lemma	con	
02389559-n	vie:lemma	lừa	
02390258-n	vie:lemma	con	
02390258-n	vie:lemma	la	
02390258-n	vie:lemma	bạch	
02390258-n	vie:lemma	đôi	
02391994-n	vie:lemma	tê	
02391994-n	vie:lemma	giác	
02391994-n	vie:lemma	犀角	
02395406-n	vie:lemma	chi	
02395406-n	vie:lemma	lợn	
02396427-n	vie:lemma	lợn	
02396427-n	vie:lemma	rừng	
02398521-n	vie:lemma	lợn	
02398521-n	vie:lemma	nước	
02398521-n	vie:lemma	hà	
02398521-n	vie:lemma	mã	
02398521-n	vie:lemma	河馬	
02403003-n	vie:lemma	bò	
02403325-n	vie:lemma	bò	
02403454-n	vie:lemma	bò	
02403454-n	vie:lemma	bò	
02403454-n	vie:lemma	cái	
02410011-n	vie:lemma	bò	
02410011-n	vie:lemma	tót	
02411705-n	vie:lemma	cừu	
02412080-n	vie:lemma	cừu	
02412080-n	vie:lemma	đực	
02412440-n	vie:lemma	cừu	
02412440-n	vie:lemma	con	
02412440-n	vie:lemma	cừu	
02412440-n	vie:lemma	non	
02416519-n	vie:lemma	dê	
02416519-n	vie:lemma	con	
02416519-n	vie:lemma	dê	
02426176-n	vie:lemma	linh	
02426176-n	vie:lemma	dương	
02426176-n	vie:lemma	saiga	
02430045-n	vie:lemma	hươu	
02430045-n	vie:lemma	nai	
02432983-n	vie:lemma	nai	
02432983-n	vie:lemma	anxet	
02432983-n	vie:lemma	nai	
02432983-n	vie:lemma	sừng	
02432983-n	vie:lemma	tấm	
02437136-n	vie:lemma	lạc	
02437136-n	vie:lemma	đà	
02437136-n	vie:lemma	駱駝	
02437312-n	vie:lemma	lạc	
02437312-n	vie:lemma	đà	
02437312-n	vie:lemma	một	
02437312-n	vie:lemma	bướu	
02437312-n	vie:lemma	lạc	
02437312-n	vie:lemma	đà	
02437312-n	vie:lemma	Ả	
02437312-n	vie:lemma	Rập	
02439033-n	vie:lemma	hươu	
02439033-n	vie:lemma	cao	
02439033-n	vie:lemma	cổ	
02447366-n	vie:lemma	con	
02447366-n	vie:lemma	lửng	
02449183-n	vie:lemma	chồn	
02449183-n	vie:lemma	Gulo	
02452225-n	vie:lemma	Vịt	
02452225-n	vie:lemma	Donald	
02454379-n	vie:lemma	động	
02454379-n	vie:lemma	vật	
02454379-n	vie:lemma	không	
02454379-n	vie:lemma	răng	
02461830-n	vie:lemma	tê	
02461830-n	vie:lemma	tê	
02469472-n	vie:lemma	nòng	
02469472-n	vie:lemma	nọc	
02469472-n	vie:lemma	nọc	
02469472-n	vie:lemma	nọc	
02470325-n	vie:lemma	vượn	
02470325-n	vie:lemma	siêu	
02470325-n	vie:lemma	họ	
02470325-n	vie:lemma	Người	
02472293-n	vie:lemma	người	
02472293-n	vie:lemma	con	
02472293-n	vie:lemma	người	
